acct_no,equip_status,count_of_latecharge,core_programming,all_star,payment_method,line_of_business,commitment,core_international,tenure,credit_score,trds_mop_equal_2_or_gt_num,tot_amt_now_past_due_amt,bill1,bill2,bill3,bill4,bill5,curr_bal,dish_restart_flag,no_of_receivers,total_devices,total_equip_charge_amt
8255909798771108,UNRESOLVED,1,Smart Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,514,695,                 .42,                 .00,270.82,270.82,270.82,270.82,270.82,113.98,NULL,1.0,1,300.0
8255909798771421,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,912,545,                 .61,              133.92,192.81,192.81,192.81,192.81,192.81,138.18,NULL,1.0,1,300.0
8255909798772825,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,285,605,                 .59,                 .00,789.49,789.49,789.49,789.49,789.49,226.0,NULL,1.0,1,400.0
8255909798773328,RETURNED,5,Latino Dos,1_Star,Standard Billing,Video Only,1, NA,386,595,                 .83,              103.83,273.68,273.68,273.68,273.68,273.68,197.25,NULL,3.0,3,600.0
8255909798775232,UNRESOLVED,0,UNKNOWN,1_Star,Standard Billing,NOT AVAILABLE,0, NA,664,515,                2.00,              135.70,529.97,529.97,529.97,529.97,529.97,100.81,NULL,0.0,1,400.0
8255909798775257,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,875,0,                2.33,              111.50,228.78,228.78,228.78,228.78,228.78,344.64,NULL,3.0,3,600.0
8255909798777170,RETURNED,3,Latino Dos,1_Star,Recurring Credit Card,Video Only,0, NA,1141,665,                 .56,                7.63,0.0,0.0,0.0,0.0,0.0,159.44,NULL,1.0,1,300.0
8255909798777626,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,404,545,                 .40,                2.04,370.57,370.57,370.57,370.57,370.57,293.48,NULL,4.0,1,400.0
8255909798777709,UNRESOLVED,1,AT 250,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,541,565,                 .55,               46.64,503.22,503.22,503.22,503.22,503.22,215.76,NULL,1.0,1,300.0
8255909798778095,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,101,0,                 .51,              266.85,1302.61,1302.61,1302.61,1302.61,1302.61,NULL,NULL,3.0,2,400.0
8255909798778335,RETURNED,2,AT 120,2_Star,Standard Billing,Video Only,0, NA,126,615,                2.33,                 .00,509.67,509.67,509.67,509.67,509.67,90.42,NULL,1.0,1,300.0
8255909798778731,UNRESOLVED,5,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,213,545,                1.61,               42.17,1082.81,1082.81,1082.81,1082.81,1082.81,234.74,NULL,5.0,1,400.0
8255909798780075,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,482,695,                 .38,                4.44,300.69,300.69,300.69,300.69,300.69,267.8,NULL,2.0,2,400.0
8255909798781339,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,199,0,                1.48,              217.96,1632.3,1632.3,1632.3,1632.3,1632.3,653.61,NULL,4.0,1,400.0
8255909798783111,UNRESOLVED,2,AT 200,1_Star,Standard Billing,DSL with Video,0, NA,756,605,                 .67,                 .00,858.97,858.97,858.97,858.97,858.97,356.76,NULL,2.0,1,300.0
8255909798783640,UNRESOLVED,2,AT 200,2_Star,Standard Billing,Video Only,0, NA,125,645,                 .93,               13.00,1414.95,1414.95,1414.95,1414.95,1414.95,701.03,NULL,1.0,1,400.0
8255909798783970,UNRESOLVED,5,AT 200,1_Star,Standard Billing,Video Only,0, NA,796,595,                1.27,              110.15,569.61,569.61,569.61,569.61,569.61,264.12,NULL,1.0,1,200.0
8255909798784101,UNRESOLVED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,313,555,NULL,NULL,914.25,914.25,914.25,914.25,914.25,289.79,NULL,2.0,2,500.0
8255909798785579,RETURNED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,1146,645,                 .07,                 .00,192.92,192.92,192.92,192.92,192.92,273.96,NULL,2.0,2,500.0
8255909798785975,NO CHARGE-SYSTEM WAIVED,11,Latino Max,1_Star,Standard Billing,Video Only,0, NA,690,555,                1.00,             1009.54,820.76,820.76,820.76,820.76,551.43,437.7,NULL,2.0,4,1200.0
8255909798785975,UNRESOLVED,11,Latino Max,1_Star,Standard Billing,Video Only,0, NA,690,555,                1.00,             1009.54,820.76,820.76,820.76,820.76,551.43,437.7,NULL,2.0,1,300.0
8255909798786106,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,737,555,                1.22,               48.57,249.92,249.92,249.92,249.92,249.92,214.16,NULL,2.0,2,500.0
8255909798787732,UNRESOLVED,1,AT 120,1_Star,Recurring Credit Card,Video Only,0, NA,403,675,                 .67,                8.89,228.69,228.69,228.69,228.69,228.69,102.88,NULL,1.0,1,200.0
8255909798788946,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,517,0,                 .43,                 .00,697.45,697.45,697.45,697.45,697.45,216.94,NULL,3.0,1,200.0
8255909798789589,RETURNED,2,Smart Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,1165,545,                1.22,              153.89,172.54,172.54,172.54,172.54,172.54,215.9,NULL,5.0,4,700.0
8255909798789837,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,1817,625,                1.60,               25.10,216.3,104.65,91.8,119.65,278.12,280.7,NULL,1.0,1,400.0
8255909798790074,RETURNED,2,Latino Plus,1_Star,Standard Billing,Video Only,0, NA,376,655,                 .69,               14.06,344.89,344.89,344.89,344.89,344.89,153.42,NULL,2.0,2,500.0
8255909798790108,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,121,525,                 .66,               83.21,480.0,480.0,480.0,480.0,480.0,283.11,NULL,1.0,1,400.0
8255909798790819,UNRESOLVED,1,Latino Dos,2_Star,Standard Billing,Video Only,0, NA,119,0,                 .79,               63.37,1505.45,1505.45,1505.45,1505.45,1505.45,217.62,NULL,6.0,2,800.0
8255909798792385,RETURNED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, NA,749,605,                 .94,                 .00,266.46,266.46,266.46,266.46,266.46,43.93,NULL,1.0,1,300.0
8255909798792518,UNRESOLVED,5,AT 120,1_Star,Standard Billing,Video Only,1, NA,928,545,                1.50,              193.40,1598.69,1598.69,1598.69,1598.69,1598.69,470.34,NULL,6.0,2,800.0
8255909798792674,RETURNED,1,Latino Plus,2_Star,Standard Billing,Video Only,0, NA,126,0,                 .36,                 .00,518.32,518.32,518.32,518.32,518.32,94.13,NULL,1.0,1,200.0
8255909798792849,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,163,535,                 .22,                 .00,488.51,488.51,488.51,488.51,751.39,173.52,NULL,1.0,1,300.0
8255909798793664,RETURNED,1,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,1351,705,                 .95,               59.21,0.0,0.0,0.0,0.0,0.0,69.8,NULL,1.0,1,200.0
8255909798794183,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,162,545,                1.76,              142.42,830.12,830.12,830.12,830.12,830.12,262.33,NULL,1.0,1,300.0
8255909798794423,RETURNED,1,Smart Pack,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,66,535,                 .53,              103.87,517.33,517.33,517.33,517.33,517.33,110.1,NULL,3.0,1,300.0
8255909798796121,RETURNED,0,UNKNOWN,3_Star,Standard Billing,NOT AVAILABLE,0, NA,1417,555,                1.62,              778.23,569.98,569.98,569.98,569.98,569.98,21.22,NULL,0.0,2,500.0
8255909798796642,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,1275,695,                1.54,               60.24,592.29,592.29,592.29,592.29,592.29,138.14,NULL,1.0,1,300.0
8255909798797012,UNRESOLVED,6,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,801,565,                 .86,                 .00,837.05,837.05,837.05,837.05,837.05,347.44,NULL,3.0,3,600.0
8255909798798416,UNRESOLVED,2,AT 200,2_Star,Standard Billing,Video Only,0, NA,115,545,                 .24,                2.38,1149.04,1149.04,1149.04,1149.04,1149.04,338.61,NULL,3.0,3,600.0
8255909798799463,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,1, NA,263,585,                 .27,               56.80,754.77,754.77,754.77,754.77,754.77,176.4,NULL,1.0,1,400.0
8255909798800170,RETURNED,7,Dish Mexico,1_Star,Standard Billing,Video Only,0, NA,511,0,                 .33,                 .00,365.83,365.83,365.83,365.83,365.83,257.93,NULL,2.0,2,400.0
8255909798800204,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,63,585,                 .60,               54.98,684.94,684.94,684.94,684.94,684.94,82.94,NULL,1.0,1,300.0
8255909798800931,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,1, NA,109,625,                 .71,                9.86,1175.85,1175.85,1175.85,1175.85,1175.85,485.47,NULL,3.0,1,300.0
8255909798800949,RETURNED,1,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,178,0,                1.40,               15.60,0.0,0.0,0.0,0.0,0.0,97.71,NULL,1.0,1,200.0
8255909798801772,RETURNED,1,Smart Pack,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,155,0,                2.56,                 .00,531.42,531.42,531.42,531.42,531.42,169.64,NULL,1.0,1,300.0
8255909798802861,UNRESOLVED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,449,0,                 .78,               24.93,948.18,948.18,948.18,948.18,948.18,339.6,NULL,2.0,2,500.0
8255909798804255,RETURNED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,232,555,                 .90,              148.40,539.85,539.85,539.85,539.85,539.85,135.43,NULL,2.0,2,500.0
8255909798804453,RETURNED,2,AT 200,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,624,595,                 .50,                2.70,718.11,718.11,718.11,718.11,718.11,305.13,NULL,4.0,2,600.0
8255909798805302,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,511,565,                1.74,              122.56,376.76,376.76,376.76,376.76,376.76,174.97,NULL,1.0,1,200.0
8255909798805658,NO CHARGE-SYSTEM WAIVED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,176,585,                1.62,              183.00,549.54,549.54,549.54,549.54,549.54,354.54,NULL,3.0,3,600.0
8255909798805658,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,176,585,                1.62,              183.00,549.54,549.54,549.54,549.54,549.54,354.54,NULL,3.0,3,600.0
8255909798806599,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,1772,655,                 .17,               35.11,670.35,670.35,670.35,670.35,670.35,749.77,NULL,5.0,5,1100.0
8255909798807969,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,389,645,                 .33,               55.60,686.93,686.93,686.93,686.93,686.93,221.37,NULL,1.0,1,400.0
8255909798807977,RETURNED,1,AT 200,1_Star,Standard Billing,DSL with Video,0, NA,757,605,                 .58,               96.29,258.12,258.12,258.12,258.12,258.12,529.19,NULL,3.0,3,600.0
8255909798807985,RETURNED,1,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,41,675,                 .41,                8.76,595.68,595.68,595.68,595.68,595.68,161.74,NULL,2.0,2,500.0
8255909798808025,UNRESOLVED,2,Latino Plus,1_Star,Standard Billing,Video Only,1, NA,148,745,                 .69,              127.00,887.77,887.77,887.77,887.77,887.77,104.46,NULL,3.0,1,300.0
8255909798808348,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,1, CORE INTERNATIONAL,396,565,                 .13,                 .00,821.47,821.47,821.47,821.47,821.47,165.59,NULL,2.0,2,500.0
8255909798808652,RETURNED,1,OTHER PROGRAMMING,1_Star,Recurring Credit Card,DSL with Video,0, NA,74,705,                 .72,               79.88,965.22,965.22,965.22,965.22,965.22,374.73,NULL,1.0,1,400.0
8255909798808959,UNRESOLVED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,400,635,                 .84,                7.16,484.23,484.23,484.23,484.23,484.23,143.44,NULL,1.0,1,200.0
8255909798809106,RETURNED,2,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,1, NA,321,555,                 .87,               65.06,429.84,429.84,429.84,429.84,429.84,204.29,NULL,1.0,1,100.0
8255909798809130,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,854,0,                 .71,               41.05,50.23,50.23,50.23,50.23,50.23,68.84,NULL,2.0,1,200.0
8255909798809502,RETURNED,3,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,87,0,                 .46,               24.42,477.19,477.19,477.19,477.19,477.19,156.48,NULL,1.0,1,400.0
8255909798809684,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,45,575,                 .71,               53.25,1278.31,1278.31,1278.31,1278.31,1278.31,249.49,NULL,4.0,3,600.0
8255909798810104,RETURNED,1,Welcome Pack,2_Star,Standard Billing,Video Only,0, NA,543,0,                 .74,                 .00,0.0,0.0,0.0,0.0,0.0,102.71,NULL,3.0,1,400.0
8255909798810385,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,413,585,                2.05,              195.17,939.32,939.32,939.32,939.32,939.32,299.56,NULL,2.0,2,500.0
8255909798810401,UNRESOLVED,0,UNKNOWN,1_Star,Standard Billing,NOT AVAILABLE,0, NA,374,555,                 .53,              261.28,1156.71,1156.71,1156.71,1156.71,1156.71,250.81,NULL,0.0,2,500.0
8255909798812472,RETURNED,12,AT 250,1_Star,Standard Billing,Video Only,0, NA,1008,625,                 .95,              159.11,180.92,180.92,180.92,180.92,180.92,242.86,NULL,1.0,1,400.0
8255909798813157,UNRESOLVED,4,Dish America,1_Star,Standard Billing,Video Only,0, NA,458,575,                 .87,               65.06,735.52,735.52,735.52,735.52,735.52,162.16,NULL,2.0,2,500.0
8255909798813637,UNRESOLVED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,176,525,                 .71,              141.47,997.47,997.47,997.47,997.47,997.47,180.58,NULL,3.0,3,600.0
8255909798814049,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,787,685,                 .61,               79.22,351.29,351.29,351.29,351.29,351.29,168.94,NULL,1.0,1,300.0
8255909798814155,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,281,535,                 .91,               58.69,394.91,394.91,394.91,394.91,394.91,326.67,NULL,5.0,1,400.0
8255909798814536,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,71,575,                 .39,              254.44,1520.49,1520.49,1520.49,1520.49,1520.49,411.69,NULL,2.0,2,500.0
8255909798816218,NO CHARGE-SYSTEM WAIVED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,210,545,                 .77,              890.39,1026.16,1026.16,1026.16,1026.16,1026.16,311.62,NULL,3.0,3,600.0
8255909798816218,UNRESOLVED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,210,545,                 .77,              890.39,1026.16,1026.16,1026.16,1026.16,1026.16,311.62,NULL,3.0,3,600.0
8255909798816390,RETURNED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,1063,555,                 .85,               20.96,0.0,0.0,474.99,474.99,474.99,412.22,NULL,3.0,1,400.0
8255909798816424,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,75,565,                 .57,               76.33,1241.27,1241.27,1241.27,1241.27,1241.27,226.72,NULL,4.0,3,600.0
8255909798817984,RETURNED,10,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,151,605,                 .61,              102.15,950.68,950.68,950.68,950.68,950.68,225.68,NULL,4.0,3,600.0
8255909798818271,UNRESOLVED,1,Americas Everything Pack,1_Star,Standard Billing,Video Only,1, NA,492,585,                 .65,              129.20,1084.19,1084.19,1084.19,1084.19,1084.19,364.69,NULL,2.0,2,500.0
8255909798819618,UNRESOLVED,1,Smart Pack,1_Star,Standard Billing,Video Only,1, NA,533,715,                 .44,                 .00,331.0,331.0,331.0,331.0,331.0,117.66,NULL,1.0,1,400.0
8255909798820095,ACE COLLECTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,339,0,                1.62,                 .00,118.47,118.47,118.47,118.47,118.47,100.9,NULL,1.0,1,200.0
8255909798820889,RETURNED,2,Latino Plus,1_Star,Standard Billing,Video Only,1, NA,422,615,                 .22,                 .00,236.25,236.25,236.25,236.25,236.25,134.52,NULL,1.0,1,300.0
8255909798821689,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,254,555,                 .97,                 .00,665.29,665.29,665.29,665.29,665.29,166.86,NULL,1.0,1,400.0
8255909798821713,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,277,0,                 .43,                2.06,1010.65,1010.65,1010.65,1010.65,1010.65,144.8,NULL,3.0,3,600.0
8255909798821929,UNRESOLVED,7,AT 120,1_Star,Standard Billing,Video Only,0, NA,632,0,                 .62,               25.71,492.36,492.36,492.36,492.36,492.36,234.53,NULL,2.0,2,400.0
8255909798823099,RETURNED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,724,615,                 .45,                 .00,0.0,0.0,0.0,0.0,0.0,324.35,NULL,2.0,2,500.0
8255909798826209,RETURNED,4,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,1302,705,                 .70,                 .00,0.0,0.0,0.0,0.0,0.0,170.3,NULL,1.0,1,200.0
8255909798826498,UNRESOLVED,2,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, NA,71,535,                 .31,                 .00,1226.75,1226.75,1226.75,1226.75,1226.75,520.95,NULL,4.0,4,1000.0
8255909798826852,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,629,705,                 .53,              109.01,740.69,740.69,740.69,740.69,740.69,183.53,NULL,2.0,2,500.0
8255909798827421,UNRESOLVED,6,AT 200,1_Star,Recurring Credit Card,Video Only,0, NA,622,0,                 .54,               14.84,1372.76,1372.76,1372.76,1372.76,1372.76,397.97,NULL,6.0,3,600.0
8255909798827538,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,300,545,                 .28,                 .00,520.41,520.41,520.41,520.41,520.41,310.74,NULL,2.0,2,500.0
8255909798828338,ACE COLLECTED,0,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, NA,147,715,                 .35,                 .00,939.94,939.94,939.94,939.94,939.94,517.93,NULL,2.0,1,400.0
8255909798828668,RETURNED,7,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,543,665,                 .91,              148.11,303.27,303.27,303.27,303.27,303.27,160.68,NULL,1.0,1,400.0
8255909798829278,RETURNED,5,AT 200,1_Star,Standard Billing,Wildblue with Video ,0, NA,636,615,                 .84,               53.39,558.88,558.88,558.88,558.88,558.88,396.0,NULL,5.0,4,870.0
8255909798829948,RETURNED,1,Latino Dos,2_Star,Standard Billing,Video Only,1, NA,390,705,                 .96,              156.90,262.24,262.24,262.24,262.24,262.24,108.39,NULL,1.0,1,300.0
8255909798830094,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,206,565,                 .74,                3.85,1143.2,1143.2,1143.2,1143.2,1143.2,464.27,NULL,4.0,1,400.0
8255909798830631,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,309,695,                2.33,                 .00,429.33,429.33,429.33,429.33,429.33,90.96,NULL,2.0,2,500.0
8255909798831936,RETURNED,1,Latino Dos,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,674,595,                 .76,               52.29,282.68,282.68,282.68,282.68,282.68,305.94,NULL,4.0,4,700.0
8255909798832942,UNRESOLVED,1,AT 120+,1_Star,Standard Billing,DSL with Video,0, NA,71,615,                 .50,                3.23,1312.2,1312.2,1312.2,1312.2,1312.2,331.39,NULL,1.0,1,400.0
8255909798833213,UNRESOLVED,0,AT 120+,2_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,51,545,                 .43,               67.29,1230.66,1230.66,1230.66,1230.66,1230.66,586.27,NULL,4.0,1,400.0
8255909798833643,ACE COLLECTED,1,AT 200,1_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,71,565,                 .95,               17.89,1168.74,1168.74,1168.74,1168.74,1168.74,398.4,NULL,2.0,2,500.0
8255909798834351,RETURNED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,0, NA,383,595,                1.28,               80.28,746.95,746.95,746.95,746.95,746.95,295.31,NULL,1.0,2,450.0
8255909798834351,UNRESOLVED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,0, NA,383,595,                1.28,               80.28,746.95,746.95,746.95,746.95,746.95,295.31,NULL,1.0,1,220.0
8255909798835796,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,507,0,                 .00,                 .00,673.11,673.11,673.11,673.11,673.11,265.54,NULL,1.0,1,400.0
8255909798835937,RETURNED,2,AT 250,1_Star,Standard Billing,Video Only,1, NA,643,565,                1.19,               12.73,282.25,282.25,282.25,282.25,282.25,332.09,NULL,4.0,4,700.0
8255909798837743,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,1, NA,766,715,                 .30,                 .00,49.63,49.63,49.63,49.63,49.63,112.67,NULL,1.0,1,300.0
8255909798838220,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,71,635,                 .85,                5.37,0.0,0.0,0.0,0.0,0.0,161.2,NULL,1.0,1,400.0
8255909798838436,RETURNED,1,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,664,0,                 .24,                1.02,148.6,148.6,148.6,148.6,148.6,215.52,NULL,4.0,4,700.0
8255909798838865,RETURNED,3,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,568,575,                 .91,               14.73,213.72,213.72,213.72,213.72,213.72,26.32,NULL,1.0,1,300.0
8255909798840226,RETURNED,4,Latino Clasico,1_Star,Standard Billing,Video Only,1, NA,1089,625,                 .92,                 .00,0.0,0.0,0.0,0.0,0.0,92.93,NULL,1.0,1,200.0
8255909798840275,UNRESOLVED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,84,535,                1.21,              105.67,1113.75,1113.75,1113.75,1113.75,1113.75,299.22,NULL,3.0,3,600.0
8255909798841794,UNRESOLVED,3,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, NA,478,565,                2.19,             1510.44,870.7,870.7,870.7,870.7,870.7,347.64,NULL,2.0,2,500.0
8255909798842172,UNRESOLVED,2,AT 200,2_Star,Standard Billing,Wildblue with Video ,0, CORE INTERNATIONAL,178,535,                1.12,               61.60,1354.63,1354.63,1354.63,1354.63,1354.63,292.2,NULL,2.0,3,650.0
8255909798844988,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,766,565,                 .58,              534.63,289.26,289.26,289.26,289.26,289.26,121.67,NULL,2.0,2,400.0
8255909798846207,UNRESOLVED,1,AT 200,2_Star,Standard Billing,Video Only,0, NA,125,555,                 .68,               68.19,951.73,951.73,951.73,951.73,951.73,241.58,NULL,2.0,1,300.0
8255909798848047,RETURNED,4,AT 250,1_Star,Standard Billing,Video Only,0, NA,623,585,                1.48,              123.87,294.09,294.09,294.09,294.09,294.09,299.44,NULL,2.0,1,300.0
8255909798848088,RETURNED,1,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,553,555,                 .88,               15.21,221.84,221.84,221.84,221.84,221.84,111.92,NULL,1.0,1,200.0
8255909798848872,RETURNED,2,Welcome Pack,1_Star,Standard Billing,DSL with Video,0, NA,482,675,                1.00,                 .00,503.01,503.01,503.01,503.01,503.01,246.08,NULL,4.0,3,600.0
8255909798849003,UNRESOLVED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Telephone with Video,0, NA,1273,665,                1.67,               20.58,1046.37,1046.37,1046.37,1046.37,1046.37,510.24,NULL,3.0,2,500.0
8255909798849086,RETURNED,2,AT 200,1_Star,Standard Billing,Video Only,1, NA,254,585,                 .44,               35.56,516.41,516.41,516.41,516.41,516.41,NULL,NULL,4.0,4,700.0
8255909798849227,RETURNED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,545,675,                 .38,                1.79,0.0,0.0,0.0,0.0,0.0,136.77,NULL,2.0,2,500.0
8255909798851058,RETURNED,1,AT 120,1_Star,Standard Billing,Wildblue with Video ,1, NA,848,705,                1.11,               10.78,327.22,327.22,327.22,327.22,327.22,309.53,NULL,1.0,3,770.0
8255909798851181,RETURNED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,360,555,                 .63,              123.97,328.02,328.02,328.02,328.02,328.02,183.33,NULL,3.0,1,400.0
8255909798851835,UNRESOLVED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,314,575,                 .69,               46.27,954.91,954.91,954.91,954.91,954.91,208.06,NULL,3.0,2,500.0
8255909798852270,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,1395,705,                 .00,                 .00,368.86,368.86,368.86,368.86,368.86,60.43,NULL,2.0,2,500.0
8255909798853039,UNRESOLVED,2,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,176,705,                 .74,                7.47,864.67,864.67,864.67,864.67,864.67,135.96,NULL,4.0,2,500.0
8255909798853252,UNRESOLVED,8,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,311,565,                 .55,               46.64,1286.24,1286.24,1286.24,1286.24,1286.24,570.21,NULL,3.0,2,500.0
8255909798854482,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,115,555,                 .67,               99.39,849.74,849.74,849.74,849.74,849.74,315.89,NULL,2.0,1,200.0
8255909798857550,RETURNED,2,AT 120,1_Star,Standard Billing,Wildblue with Video ,0, NA,725,695,                 .18,                 .00,0.0,0.0,0.0,0.0,0.0,324.58,NULL,2.0,4,870.0
8255909798858517,RETURNED,4,AT 120,4_Star,Standard Billing,DSL with Video,0, NA,1618,635,                 .74,              135.74,185.16,185.16,185.16,185.16,185.16,246.46,NULL,1.0,1,300.0
8255909798859788,RETURNED,2,AT 120,1_Star,Standard Billing,Video Only,1, NA,634,755,                 .55,                 .00,138.4,138.4,138.4,138.4,138.4,136.13,NULL,1.0,1,200.0
8255909798861032,UNRESOLVED,1,AT 120,1_Star,Standard Billing,Video Only,0, NA,2465,635,                 .25,                8.62,392.8,392.8,392.8,392.8,392.8,168.75,NULL,2.0,2,500.0
8255909798861438,UNRESOLVED,5,AT 200,1_Star,Standard Billing,Video Only,0, NA,796,0,                1.13,               64.77,721.1,721.1,721.1,721.1,721.1,302.26,NULL,3.0,3,600.0
8255909798861909,RETURNED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,1, NA,1035,0,                 .81,                 .00,276.99,276.99,276.99,276.99,276.99,403.23,NULL,3.0,1,150.0
8255909798861909,UNRESOLVED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Wildblue with Video ,1, NA,1035,0,                 .81,                 .00,276.99,276.99,276.99,276.99,276.99,403.23,NULL,3.0,1,220.0
