acct_no,equip_status,count_of_latecharge,core_programming,all_star,payment_method,line_of_business,commitment,core_international,tenure,credit_score,trds_mop_equal_2_or_gt_num,tot_amt_now_past_due_amt,bill1,bill2,bill3,bill4,bill5,curr_bal,dish_restart_flag,no_of_receivers,total_devices,total_equip_charge_amt
8255030108998776,RESTARTED,7,AT 250,5_Star,Standard Billing,Video Only,0, NA,2924,705,                1.00,                7.50,260.2,277.8,135.4,277.8,135.4,0.0,NULL,2.0,2,500.0
8255030109002990,RESTARTED,5,AT 120+,1_Star,Standard Billing,Video Only,0, NA,1129,565,                 .82,                 .00,0.0,0.0,0.0,0.0,0.0,77.23,NULL,1.0,2,200.0
8255030109013880,RESTARTED,0,AT 120,5_Star,Standard Billing,Video Only,0, NA,1146,655,                 .92,              551.66,249.42,249.42,249.42,253.48,238.91,458.38,NULL,3.0,1,400.0
8255030109039174,RESTARTED,7,UNKNOWN,5_Star,Standard Billing,Video Only,0, NA,3377,625,                 .28,                 .00,434.4,434.4,442.88,425.68,384.26,312.21,NULL,5.0,4,1000.0
8255030109045700,RESTARTED,2,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,3890,715,                 .87,              358.40,50.16,50.16,50.16,50.16,50.16,109.78,NULL,2.0,2,200.0
8255030109048621,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,504,575,                 .53,                 .00,448.75,448.75,448.75,448.75,448.75,237.28,NULL,2.0,2,200.0
8255030109058505,RESTARTED,0,UNKNOWN,2_Star,Standard Billing,Video Only,0, NA,2324,0,                 .93,              156.64,333.56,327.34,242.57,257.01,264.73,220.77,NULL,5.0,1,400.0
8255030109062598,RESTARTED,0,AT 200,4_Star,Standard Billing,Video Only,0, NA,3769,705,                 .93,              156.64,110.51,110.51,110.51,110.51,104.94,5.75,NULL,1.0,1,300.0
8255030109079030,RESTARTED,5,AT 120,1_Star,Standard Billing,Video Only,0, NA,1047,575,                 .57,                4.00,110.35,110.35,110.35,110.35,110.35,202.32,NULL,2.0,1,300.0
8255030109106353,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,335,655,                1.47,               96.00,745.73,745.73,745.73,745.73,745.73,307.76,NULL,2.0,2,400.0
8255030109138752,RESTARTED,2,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, NA,840,555,                 .95,               26.03,1053.71,1053.71,1053.71,1053.71,1053.71,419.9,NULL,1.0,1,400.0
8255030109139271,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,282,565,                 .99,              370.18,1437.79,1437.79,1437.79,1437.79,1437.79,747.64,NULL,4.0,2,800.0
8255030109222507,RESTARTED,0,AT 200,4_Star,Standard Billing,Video Only,0, NA,1633,565,                1.38,             2132.00,310.58,310.58,310.58,305.0,299.42,0.0,NULL,2.0,1,200.0
8255030109265183,RESTARTED,1,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,911,645,                 .47,                 .00,90.18,90.18,90.18,90.18,90.18,66.08,NULL,1.0,1,100.0
8255030109290223,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,2438,555,                 .97,               64.02,316.16,316.16,325.84,320.27,314.7,320.74,NULL,2.0,2,500.0
8255030109290447,RESTARTED,8,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,734,595,                 .33,               10.60,766.55,766.55,766.55,766.55,766.55,131.75,NULL,2.0,2,600.0
8255030109293722,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,2128,555,                1.17,              162.81,247.62,247.62,229.8,116.78,560.83,235.76,NULL,3.0,9,1800.0
8255030109297541,RESTARTED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,791,565,                1.86,                2.50,532.51,532.51,532.51,532.51,532.51,109.59,NULL,1.0,1,200.0
8255030109311946,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,715,615,                 .76,              155.69,0.0,0.0,0.0,0.0,0.0,260.89,NULL,3.0,4,1000.0
8255030109314213,RESTARTED,1,Welcome Pack,4_Star,Standard Billing,Video Only,0, CORE INTERNATIONAL,3620,555,                1.05,                6.68,0.0,0.0,0.0,0.0,0.0,-11.06,NULL,2.0,2,400.0
8255030109335820,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,237,535,                 .54,              109.72,866.93,866.93,866.93,866.93,866.93,447.74,NULL,1.0,1,200.0
8255030109393746,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,260,545,                1.10,               15.77,495.89,495.89,495.89,495.89,495.89,113.9,NULL,3.0,6,1200.0
8255030109396863,RESTARTED,4,AT 120,1_Star,Standard Billing,Video Only,0, NA,3511,705,                1.07,               22.70,215.76,104.38,222.76,217.19,204.62,205.2,NULL,3.0,6,1200.0
8255030109424897,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,3210,645,                1.18,              172.08,194.6,93.8,93.8,141.63,202.0,NULL,NULL,1.0,1,100.0
8255030109447658,RESTARTED,0,Dish Mexico,1_Star,Standard Billing,Video Only,0, NA,4317,705,                 .74,               15.91,32.96,72.92,32.96,72.92,32.96,0.0,NULL,1.0,1,100.0
8255030109450124,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,3618,715,                1.47,              124.87,203.86,269.78,120.69,214.89,279.66,NULL,NULL,2.0,6,1500.0
8255030109470718,RESTARTED,3,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,2539,675,                 .80,                 .00,308.68,308.68,308.68,308.68,308.68,326.76,NULL,3.0,9,2100.0
8255030109485583,RESTARTED,1,AT 120,2_Star,Standard Billing,Video Only,0, NA,3934,705,                 .63,               26.10,0.0,0.0,0.0,0.0,0.0,2.81,NULL,1.0,1,100.0
8255030109549537,RESTARTED,0,Americas Everything Pack,5_Star,EFT,Video Only,0, NA,3110,645,                 .65,                 .00,275.4,208.55,208.55,275.4,202.71,108.28,NULL,4.0,4,700.0
8255030109573214,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,2619,695,                 .88,                 .00,317.37,317.37,317.37,317.37,317.37,260.44,NULL,1.0,2,200.0
8255030109579336,RESTARTED,9,AT 250,1_Star,Standard Billing,Video Only,0, NA,855,575,                1.13,              144.42,859.47,859.47,859.47,859.47,859.47,227.04,NULL,4.0,12,2100.0
8255030109603045,RESTARTED,10,AT 250,1_Star,Standard Billing,Video Only,0, NA,3163,545,                1.20,             4333.33,735.11,735.11,735.11,735.11,735.11,337.96,NULL,2.0,2,600.0
8255030109612582,RESTARTED,5,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,878,555,                 .90,                6.81,549.95,549.95,549.95,549.95,549.95,181.07,NULL,2.0,4,1000.0
8255030109692220,RESTARTED,3,AT 120,5_Star,Standard Billing,DSL with Video,0, NA,3961,665,                 .41,                 .00,358.71,448.06,268.9,231.21,220.18,0.0,NULL,2.0,2,200.0
8255030109704728,RESTARTED,1,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,729,685,                1.64,               21.18,82.95,82.95,82.95,82.95,82.95,98.18,NULL,2.0,2,400.0
8255030109707424,RESTARTED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,455,555,                 .77,                 .00,1437.78,1437.78,1437.78,1437.78,1437.78,505.06,NULL,4.0,4,1000.0
8255030109732885,RESTARTED,5,AT 120+,1_Star,Standard Billing,Video Only,0, NA,943,535,                 .71,              180.65,197.94,197.94,197.94,197.94,197.94,193.12,NULL,2.0,8,1600.0
8255030109739757,RESTARTED,3,UNKNOWN,4_Star,Standard Billing,Video Only,0, NA,3063,0,                1.12,               10.00,236.48,114.74,114.74,230.9,109.16,0.0,NULL,3.0,1,100.0
8255030109757320,RESTARTED,2,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,2079,635,                 .57,               47.11,104.25,104.25,104.25,104.25,104.25,136.31,NULL,1.0,1,300.0
8255030109761090,RESTARTED,0,AT 200,4_Star,Standard Billing,Video Only,0, NA,1724,615,                 .93,             1273.94,180.1,183.08,231.06,254.04,238.84,0.0,NULL,2.0,1,200.0
8255030109802019,RESTARTED,3,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,1956,655,                1.00,                 .00,0.0,0.0,0.0,0.0,0.0,102.4,NULL,1.0,2,200.0
8255030109832578,RESTARTED,1,AT 250,1_Star,Standard Billing,Video Only,0, NA,3085,595,                 .67,               85.00,343.55,343.55,343.55,343.55,343.55,361.4,NULL,1.0,1,100.0
8255030109865545,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,1, NA,2113,685,                1.58,                 .00,219.81,219.81,219.81,219.81,219.81,303.69,NULL,3.0,5,1100.0
8255030109874919,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,5011,0,                 .75,              372.40,69.77,69.77,69.77,69.77,69.77,142.69,NULL,2.0,2,400.0
8255030109940710,RESTARTED,19,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,1037,565,                2.09,                 .00,775.13,775.13,775.13,244.41,244.41,626.72,NULL,7.0,4,700.0
8255030109943490,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,776,545,                1.18,              101.49,443.37,443.37,443.37,443.37,443.37,230.0,NULL,1.0,2,600.0
8255030109945693,RESTARTED,1,AT 200,1_Star,Standard Billing,Video Only,0, NA,3592,545,                 .66,               27.63,299.55,299.55,299.55,299.55,299.55,418.53,NULL,3.0,1,100.0
8255030109956245,RESTARTED,1,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,308,625,                1.20,               61.07,494.24,494.24,494.24,494.24,494.24,314.24,NULL,3.0,3,600.0
8255030110007178,RESTARTED,3,AT 250,5_Star,Standard Billing,Video Only,0, NA,4360,565,                 .82,               97.12,319.04,319.04,319.04,314.04,309.04,259.16,NULL,3.0,3,300.0
8255030110057918,RESTARTED,6,AT 200,1_Star,Standard Billing,Video Only,0, NA,3870,685,                1.11,              116.65,341.06,341.06,364.64,332.57,154.51,649.38,NULL,2.0,4,800.0
8255030110062165,RESTARTED,5,AT 120,1_Star,Standard Billing,Video Only,0, NA,3615,595,                 .66,               99.04,283.91,274.28,274.28,285.91,309.15,238.22,NULL,4.0,1,300.0
8255030110085117,RESTARTED,4,Smart Pack,1_Star,Standard Billing,Video Only,0, NA,4498,655,                 .38,                 .00,267.36,267.36,258.58,124.9,262.66,NULL,NULL,2.0,4,1000.0
8255030110090364,RESTARTED,2,Welcome Pack,5_Star,Standard Billing,Video Only,1, NA,4244,0,                 .78,              478.00,136.92,135.67,133.8,63.4,140.14,222.66,NULL,2.0,2,600.0
8255030110098631,RESTARTED,3,AT 120+,1_Star,Standard Billing,Video Only,0, NA,2685,665,                1.10,               70.70,0.0,0.0,0.0,0.0,0.0,138.24,NULL,1.0,2,200.0
8255030110102946,RESTARTED,4,Welcome Pack,3_Star,Standard Billing,Video Only,0, NA,4028,625,                 .79,              114.04,79.0,36.0,86.0,86.0,86.0,170.18,NULL,1.0,1,100.0
8255030110103399,RESTARTED,6,AT 250,1_Star,Standard Billing,Video Only,0, NA,2462,595,                 .86,              204.91,480.45,480.45,480.45,480.45,480.45,304.3,NULL,2.0,1,300.0
8255030110112275,RESTARTED,9,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,2878,555,                 .39,               35.12,46.74,46.74,46.74,46.74,46.74,139.18,NULL,2.0,3,300.0
8255030110112853,RESTARTED,1,AT 120,1_Star,Standard Billing,Video Only,1, NA,3534,675,                 .54,               17.11,132.12,132.12,132.12,132.12,127.12,259.87,NULL,3.0,2,400.0
8255030110130723,RESTARTED,4,AT 250,1_Star,Standard Billing,Video Only,0, NA,3847,545,                 .61,               52.76,136.39,136.39,136.39,136.39,136.39,276.18,NULL,3.0,2,200.0
8255030110131390,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,3321,545,                1.05,               61.76,230.52,230.52,230.52,230.52,230.52,176.94,NULL,2.0,1,100.0
8255030110135888,RESTARTED,2,AT 250,1_Star,Standard Billing,Video Only,0, NA,2824,685,                1.12,                 .00,29.16,29.16,29.16,29.16,29.16,164.98,NULL,2.0,1,100.0
8255030110136514,RESTARTED,2,AT 200,3_Star,Standard Billing,Video Only,0, NA,4054,565,                 .48,               19.75,105.14,105.14,105.14,228.91,223.91,182.22,NULL,1.0,1,100.0
8255030110139351,RESTARTED,3,Latino Dos,1_Star,Standard Billing,Video Only,0, NA,2713,595,                 .62,                7.17,19.87,19.87,19.87,19.87,19.87,174.2,NULL,2.0,2,200.0
8255030110144831,RESTARTED,4,AT 120+,1_Star,Standard Billing,Video Only,0, NA,4952,0,                 .06,                 .00,119.35,119.35,119.35,119.35,119.35,210.0,NULL,1.0,1,100.0
8255030110148659,RESTARTED,8,AT 200,4_Star,Standard Billing,Video Only,0, NA,3708,555,                 .80,              109.48,389.99,389.99,389.99,389.99,389.99,241.24,NULL,3.0,2,200.0
8255030110154335,RESTARTED,4,Dish Mexico,1_Star,Standard Billing,Video Only,0, NA,3523,605,                 .52,                4.19,0.0,0.0,0.0,0.0,51.42,96.7,NULL,2.0,1,100.0
8255030110165190,RESTARTED,3,AT 250,1_Star,Standard Billing,Video Only,1, NA,3505,615,                 .56,                8.78,294.89,306.49,264.86,110.63,241.26,NULL,NULL,2.0,2,200.0
8255030110166404,RESTARTED,5,Smart Pack,3_Star,Standard Billing,Video Only,0, NA,3676,585,                 .69,               27.95,180.24,180.24,180.24,189.43,165.34,212.18,NULL,4.0,1,300.0
8255030110169473,RESTARTED,10,AT 250,1_Star,Standard Billing,Video Only,0, NA,3547,545,                 .72,                7.80,273.32,417.97,281.31,268.32,263.32,NULL,NULL,2.0,8,2000.0
8255030110173582,RESTARTED,5,AT 200,4_Star,Standard Billing,Video Only,0, NA,3867,635,                 .97,               66.70,262.61,250.24,250.24,245.24,120.12,NULL,NULL,3.0,1,100.0
8255030110177534,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,2768,575,                 .78,               40.16,141.5,141.5,141.5,141.5,141.5,189.67,NULL,1.0,1,300.0
8255030110181908,RESTARTED,9,AT 200,3_Star,Standard Billing,Video Only,0, NA,3825,575,                 .82,               80.73,329.68,225.91,235.54,230.54,225.54,NULL,NULL,2.0,1,100.0
8255030110183789,RESTARTED,2,AT 250,5_Star,Standard Billing,Video Only,0, NA,3791,555,                 .63,               57.17,292.66,292.66,292.66,280.1,133.77,291.87,NULL,3.0,1,300.0
8255030110197250,RESTARTED,7,AT 200,5_Star,Standard Billing,Video Only,0, NA,3796,645,                 .80,              122.36,328.24,328.24,328.24,323.24,318.24,308.18,NULL,3.0,2,200.0
8255030110198449,RESTARTED,6,Dish America,1_Star,Standard Billing,Video Only,0, NA,4746,0,                 .73,              102.02,156.81,156.81,156.81,156.81,156.81,175.72,NULL,2.0,4,1000.0
8255030110198738,RESTARTED,8,AT 120+,5_Star,Standard Billing,Video Only,0, NA,3650,535,                1.12,              298.02,274.31,126.17,266.34,275.97,298.94,548.03,NULL,4.0,4,700.0
8255030110200286,RESTARTED,4,AT 200,1_Star,Standard Billing,Video Only,0, NA,2428,0,                 .94,               15.28,160.24,160.24,160.24,160.24,160.24,231.18,NULL,2.0,2,200.0
8255030110203793,RESTARTED,5,AT 250,5_Star,Standard Billing,Video Only,0, NA,6388,0,                 .68,                5.47,298.23,298.23,298.23,318.33,166.22,416.36,NULL,6.0,4,800.0
8255030110210160,RESTARTED,2,AT 120,5_Star,Standard Billing,Video Only,1, NA,3388,705,                 .88,               33.52,200.24,200.24,200.24,195.24,190.24,214.51,NULL,4.0,2,200.0
8255030110210913,RESTARTED,11,AT 200,1_Star,Standard Billing,Video Only,0, NA,3113,505,                1.67,              177.24,225.91,209.28,101.14,225.91,213.91,239.6,NULL,3.0,5,1500.0
8255030110211630,RESTARTED,2,AT 200,5_Star,Standard Billing,Wildblue with Video ,0, NA,4009,655,                1.48,              204.07,0.0,0.0,0.0,0.0,0.0,-134.0,NULL,2.0,3,650.0
8255030110213040,RESTARTED,4,Latino Plus,1_Star,Standard Billing,Video Only,0, NA,5743,0,                1.24,              157.69,231.68,231.68,231.68,226.68,238.79,270.45,NULL,6.0,1,300.0
8255030110216894,RESTARTED,3,AT 250,4_Star,Standard Billing,Video Only,0, NA,3520,565,                 .32,                 .00,270.91,265.91,256.28,244.28,116.14,259.87,NULL,1.0,1,100.0
8255030110219591,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,2555,0,                 .66,               40.04,91.19,91.19,91.19,91.19,91.19,172.22,NULL,1.0,1,100.0
8255030110219955,RESTARTED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,2779,605,                 .53,               43.09,55.02,55.02,55.02,55.02,55.02,246.88,NULL,3.0,3,600.0
8255030110223957,RESTARTED,4,AT 250,5_Star,Standard Billing,Video Only,0, NA,4013,0,                 .70,              153.38,259.24,126.12,259.24,126.12,256.24,236.18,NULL,3.0,1,300.0
8255030110226992,RESTARTED,2,Americas Everything Pack,1_Star,Standard Billing,Video Only,0, NA,1797,565,                 .71,              225.86,399.29,399.29,399.29,399.29,399.29,302.28,NULL,2.0,1,200.0
8255030110227560,RESTARTED,4,AT 250,1_Star,Standard Billing,Video Only,0, NA,2832,635,                 .63,               38.02,507.4,507.4,507.4,507.4,507.4,245.2,NULL,3.0,2,600.0
8255030110233774,RESTARTED,4,AT 200,3_Star,Standard Billing,Video Only,0, NA,3919,595,                1.03,               53.39,212.6,212.6,212.6,200.04,296.9,633.05,NULL,1.0,3,500.0
8255030110236819,RESTARTED,11,AT 120,1_Star,Standard Billing,Video Only,0, NA,2668,555,                1.17,               70.89,179.83,179.83,179.83,179.83,179.83,179.83,NULL,2.0,2,500.0
8255030110238831,RESTARTED,8,AT 200,1_Star,Standard Billing,Video Only,0, NA,2821,605,                1.08,               27.33,465.59,252.66,252.66,219.6,247.66,236.24,NULL,4.0,4,700.0
8255030110243930,RESTARTED,2,AT 200,4_Star,Standard Billing,Video Only,0, NA,3546,585,                 .33,               28.13,247.31,256.94,261.94,261.94,256.94,174.42,NULL,2.0,1,100.0
8255030110244417,RESTARTED,2,UNKNOWN,3_Star,Standard Billing,Video Only,0, NA,4248,535,                 .75,              131.45,282.5,305.63,276.89,293.0,308.36,401.49,NULL,2.0,1,300.0
8255030110256544,RESTARTED,10,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,2541,595,                 .39,               35.12,894.91,894.91,894.91,894.91,894.91,430.9,NULL,3.0,12,3000.0
8255030110260355,RESTARTED,5,AT 120,3_Star,Standard Billing,Video Only,0, NA,3901,565,NULL,NULL,157.06,136.28,136.28,185.17,117.03,454.51,NULL,2.0,4,200.0
8255030110263847,RESTARTED,2,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,3137,685,                 .58,                 .00,104.13,104.13,104.13,104.13,104.13,188.17,NULL,1.0,1,100.0
8255030110265677,RESTARTED,6,UNKNOWN,2_Star,Standard Billing,Video Only,0, NA,5465,0,                 .66,                5.19,81.84,81.84,234.68,113.84,108.84,342.4,NULL,6.0,4,1000.0
8255030110265750,RESTARTED,8,AT 120,1_Star,Standard Billing,Video Only,0, NA,2829,665,                 .87,              219.18,186.28,186.28,186.28,181.28,176.28,216.21,NULL,2.0,2,200.0
8255030110269257,RESTARTED,2,AT 120+,1_Star,Standard Billing,Video Only,0, NA,1794,595,                 .22,                 .00,0.0,0.0,0.0,0.0,0.0,64.45,NULL,2.0,2,400.0
8255030110272707,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,4001,585,                1.62,              308.15,231.26,231.26,231.26,226.26,221.26,200.2,NULL,2.0,2,200.0
8255030110278977,RESTARTED,4,AT 120,4_Star,Standard Billing,Video Only,0, NA,2903,575,                 .81,               28.72,0.0,0.0,0.0,0.0,0.0,9.1,NULL,1.0,1,100.0
8255030110287770,RESTARTED,4,AT 120,1_Star,Standard Billing,Video Only,1, NA,2788,595,                 .64,                6.30,78.23,78.23,78.23,78.23,78.23,161.3,NULL,1.0,1,100.0
8255030110297118,RESTARTED,5,Welcome Pack,2_Star,Standard Billing,Video Only,0, NA,3661,585,                1.50,              226.21,88.76,77.38,104.15,37.38,88.76,81.76,NULL,1.0,1,100.0
8255030110306471,RESTARTED,7,OTHER PROGRAMMING,2_Star,Standard Billing,Video Only,0, NA,3953,595,                1.00,               28.09,148.46,148.46,148.46,148.46,148.46,210.01,NULL,3.0,2,200.0
8255030110307479,RESTARTED,7,AT 120+,1_Star,Standard Billing,Video Only,0, NA,3470,545,                 .23,                 .00,0.0,0.0,0.0,0.0,0.0,194.26,NULL,2.0,2,100.0
8255030110313592,RESTARTED,4,AT 120,1_Star,Standard Billing,Video Only,0, NA,1851,655,                2.58,              246.92,0.0,0.0,0.0,0.0,0.0,149.22,NULL,1.0,1,300.0
8255030110313675,RESTARTED,2,AT 120+,1_Star,Standard Billing,Video Only,1, NA,1617,585,                1.19,               72.57,353.59,353.59,353.59,353.59,353.59,187.08,NULL,1.0,1,300.0
8255030110322692,RESTARTED,4,AT 120,4_Star,Standard Billing,Video Only,0, NA,3247,585,                1.35,               77.38,206.28,199.28,96.14,201.28,196.28,170.22,NULL,2.0,2,400.0
8255030110323757,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,4811,555,                 .65,                1.43,242.89,230.9,356.8,242.53,227.55,193.24,NULL,1.0,1,100.0
8255030110323799,RESTARTED,3,Dish America,1_Star,Standard Billing,Video Only,0, NA,3486,565,                 .80,               14.19,647.75,647.75,647.75,647.75,647.75,173.9,NULL,2.0,2,500.0
8255030110326347,RESTARTED,2,AT 200,4_Star,Standard Billing,Video Only,0, NA,3073,565,                 .55,                 .00,306.66,301.67,312.65,299.12,269.92,113.72,NULL,2.0,1,300.0
8255030110327485,RESTARTED,14,AT 200,4_Star,Standard Billing,Video Only,0, NA,4359,565,NULL,NULL,244.68,244.68,244.68,310.74,379.89,197.02,NULL,3.0,2,200.0
8255030110327741,RESTARTED,5,AT 200,5_Star,Standard Billing,Video Only,1, NA,2755,655,                 .81,                 .00,221.72,221.72,221.72,205.71,99.85,180.52,NULL,3.0,1,100.0
8255030110329002,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,3140,715,                1.00,              152.35,104.35,222.7,222.7,217.7,212.7,206.28,NULL,1.0,1,300.0
8255030110334705,RESTARTED,3,Smart Pack,1_Star,Standard Billing,Video Only,1, NA,2404,575,                 .39,                1.63,161.36,154.33,73.65,557.28,557.28,NULL,NULL,2.0,6,1500.0
8255030110335694,RESTARTED,2,AT 120,1_Star,Standard Billing,Video Only,0, NA,2156,715,                1.00,                 .00,0.0,0.0,0.0,0.0,0.0,-51.38,NULL,2.0,2,400.0
8255030110340934,RESTARTED,4,AT 200,1_Star,Standard Billing,Wildblue with Video ,0, NA,3484,595,                 .69,               17.38,400.93,400.93,400.93,400.93,400.93,478.09,NULL,2.0,8,1140.0
8255030110342567,RESTARTED,2,AT 200,1_Star,Standard Billing,Video Only,0, NA,5276,0,                 .13,                 .00,1411.62,1411.62,1411.62,1411.62,1411.62,597.7,NULL,3.0,2,600.0
8255030110343565,RESTARTED,2,AT 200,5_Star,Standard Billing,Video Only,0, NA,2831,685,                 .83,               57.92,153.29,153.29,153.29,156.28,205.27,286.18,NULL,7.0,2,200.0
8255030110349018,RESTARTED,12,AT 200,5_Star,Standard Billing,Video Only,0, NA,3251,585,                1.09,                 .00,292.25,292.25,301.88,301.88,287.25,332.27,NULL,4.0,2,200.0
8255030110353630,RESTARTED,5,AT 250,1_Star,Standard Billing,Video Only,0, NA,5740,0,                 .71,              159.39,114.35,240.69,114.35,114.35,104.35,NULL,NULL,2.0,2,200.0
8255030110355064,RESTARTED,6,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,0, NA,2983,635,                1.44,               40.00,96.7,96.7,96.7,96.7,96.7,210.05,NULL,2.0,7,700.0
8255030110356856,RESTARTED,1,AT 200,5_Star,Standard Billing,Video Only,0, NA,3210,745,                 .27,                 .00,111.7,197.41,5.38,22.74,106.14,197.22,NULL,1.0,1,300.0
8255030110357201,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,3090,595,                 .52,               60.08,201.26,201.26,201.26,185.52,84.89,189.85,NULL,3.0,2,600.0
8255030110357342,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,2472,555,                 .87,               23.55,684.9,684.9,684.9,684.9,684.9,260.99,NULL,4.0,2,600.0
8255030110359066,RESTARTED,10,AT 200,1_Star,Standard Billing,Video Only,1, NA,2050,545,                 .18,              131.27,417.73,417.73,417.73,417.73,152.37,205.7,NULL,1.0,3,900.0
8255030110364066,RESTARTED,2,UNKNOWN,4_Star,Standard Billing,Video Only,1, NA,7642,0,                 .31,                 .00,216.28,216.28,216.28,211.28,206.28,194.22,NULL,4.0,2,200.0
8255030110365089,RESTARTED,4,OTHER PROGRAMMING,1_Star,Standard Billing,Video Only,1, NA,2370,665,                1.06,              239.65,162.03,162.03,162.03,162.03,162.03,317.27,NULL,2.0,2,400.0
8255030110365691,RESTARTED,3,AT 250,5_Star,Standard Billing,Video Only,0, NA,2972,705,                 .46,               30.32,151.69,327.01,316.99,316.84,304.84,266.22,NULL,2.0,4,1000.0
8255030110367580,RESTARTED,1,Welcome Pack,1_Star,Standard Billing,Video Only,0, NA,2995,605,                 .62,                 .00,26.51,30.03,36.03,35.52,68.16,70.97,NULL,1.0,1,200.0
8255030110368752,RESTARTED,6,AT 120,1_Star,Standard Billing,Video Only,0, NA,4433,0,                 .76,               27.46,806.49,169.84,169.84,227.34,222.34,NULL,NULL,5.0,16,2800.0
8255030110368943,RESTARTED,10,Welcome Pack,1_Star,Standard Billing,Video Only,1, NA,2391,555,                1.05,              124.88,87.12,87.12,80.12,36.56,179.05,182.7,NULL,1.0,2,600.0
8255030110370964,RESTARTED,8,AT 120,1_Star,Standard Billing,Video Only,0, NA,2678,585,                 .97,               50.71,125.33,390.69,125.33,125.33,187.7,NULL,NULL,1.0,6,1800.0
8255030110371327,RESTARTED,5,Welcome Pack,1_Star,Standard Billing,Video Only,1, NA,2274,595,                 .64,               34.09,360.58,360.58,360.58,360.58,360.58,94.59,NULL,1.0,2,600.0
8255030110375898,RESTARTED,3,AT 200,1_Star,Standard Billing,Video Only,0, NA,1927,555,                 .90,              111.06,195.93,195.93,195.93,195.93,195.93,290.83,NULL,2.0,2,400.0
8255030110376979,RESTARTED,5,AT 120+,1_Star,Standard Billing,Video Only,0, NA,5580,0,                1.00,                 .00,238.8,238.8,238.8,233.8,228.8,181.9,NULL,3.0,1,100.0
8255030110377803,RESTARTED,4,AT 250,4_Star,Standard Billing,Video Only,1, NA,2370,585,                 .49,               50.88,269.0,269.0,269.0,257.0,122.5,265.99,NULL,2.0,4,1000.0
8255030110378835,RESTARTED,4,AT 200,3_Star,Standard Billing,Video Only,0, NA,2350,545,                1.10,              136.70,200.08,96.54,96.54,96.54,96.54,30.78,NULL,1.0,1,200.0
8255030110379627,RESTARTED,4,Welcome Pack,2_Star,Standard Billing,Video Only,0, NA,2642,585,                 .98,               13.74,26.57,103.15,20.58,26.57,67.14,55.1,NULL,1.0,2,400.0
8255030110382175,RESTARTED,3,AT 120,1_Star,Standard Billing,Video Only,0, NA,3677,0,                 .89,               27.82,0.0,0.0,0.0,0.0,0.0,170.2,NULL,2.0,2,200.0
8255030110386028,RESTARTED,6,AT 250,1_Star,Standard Billing,Video Only,0, NA,3695,545,                1.25,                 .00,242.7,235.7,114.35,114.35,109.35,226.25,NULL,1.0,2,600.0
